timestamp,market_title,asset,investment,selected_strategy,market_id,pm_event_title,pm_market_title,pm_event_id,pm_market_id,yes_token_id,no_token_id,inst_k1,inst_k2,spot,poly_yes_price,poly_no_price,deribit_prob,K1,K2,K_poly,T,days_to_expiry,sigma,r,k1_bid_btc,k1_ask_btc,k2_bid_btc,k2_ask_btc,net_ev_strategy1,gross_ev_strategy1,total_cost_strategy1,open_cost_strategy1,holding_cost_strategy1,close_cost_strategy1,contracts_strategy1,im_usd_strategy1,im_btc_strategy1,net_ev_strategy2,gross_ev_strategy2,total_cost_strategy2,open_cost_strategy2,holding_cost_strategy2,close_cost_strategy2,contracts_strategy2,im_usd_strategy2,im_btc_strategy2,best_ask_strategy1,best_bid_strategy1,mid_price_strategy1,spread_strategy1,best_ask_strategy2,best_bid_strategy2,mid_price_strategy2,spread_strategy2,slippage_rate_used
2025-11-28 03:30:20,"90,000",BTC,1000.0,1,BTC_90000,Bitcoin above ___ on November 29?,"90,000",87819,697288,81815754801528825279532756258852044849512460594488631632224612258851904691790,49512871726267988101257105612684428423125611846164176454062321500051558184639,BTC-29NOV25-89000-C,BTC-29NOV25-91000-C,91216.96,0.7,0.3,0.7185683976805257,89000.0,91000.0,90000.0,0.0032528676898168586,1.1872967067831535,0.4039,0.05,0.025,0.027,0.009,0.0095,-30.010970223394672,-0.6784790034996036,29.33249121989507,18.301725328764153,0.1724325605059953,10.858333330624918,0.6666666665000001,60.187975341250436,0.0006598331641533595,-230.36452288541915,-147.16786410545888,83.19665877996026,82.40738521757271,0.7642735623875414,0.025,1.7901785715,3699.0756173705367,0.04055249832235734,0.75,0.73,0.74,0.020000000000000018,0.27,0.24,0.255,0.030000000000000027,0.0
2025-11-28 03:30:40,"92,000",BTC,1000.0,2,BTC_92000,Bitcoin above ___ on November 29?,"92,000",87819,697289,106710064543960969896968260349381965541083764990224560550601034035418490048761,26338925319816157118343599455740189799035270046771759934583855351491986108769,BTC-29NOV25-91000-C,BTC-29NOV25-93000-C,91210.56,0.33,0.67,0.33659368871415485,91000.0,93000.0,92000.0,0.0032522214714061906,1.1870608370632596,0.3603,0.05,0.009,0.0095,0.0018,0.0021,-632.5697966006177,-552.3731850299722,80.19661157064552,79.61455221525449,0.5570593553910235,0.025,1.3289473685,2425.715993137226,0.02659468369821681,51.08346699709827,91.63303492599988,40.54956792890161,20.482588053768794,0.19123361223284682,19.875746262899966,0.7462686565000001,176.01838567384848,0.001929802707864621,0.36,0.33,0.345,0.02999999999999997,0.67,0.64,0.655,0.030000000000000027,0.0
2025-11-28 03:31:22,"84,000",BTC,1000.0,1,BTC_84000,Bitcoin above ___ on November 29?,"84,000",87819,697285,28883457739607419220012667036703628259320762195632431454157669434825036546517,95077067030653610623524264749274619036242203065443894000036587061144467189212,BTC-29NOV25-83000-C,BTC-29NOV25-85000-C,91231.58,0.9875,0.0125,0.9824256400442787,83000.0,85000.0,84000.0,0.0032508937954992163,1.186576235357214,0.6826000000000001,0.05,0.052,0.126,0.0675,0.07,-479.3984104938683,-462.7684629868847,16.62994750698365,16.127498136162817,0.17170707842086375,0.3307422923999708,0.5028656125,56.368428021783075,0.0006178609207665052,-8898.142483484837,-7852.3698032815755,1045.7726802032607,947.08561669111,3.2540968555605922,95.43296665659001,8.0445165815,19019.7057194905,0.2084772150114083,0.992,0.983,0.9875,0.009000000000000008,0.017,0.008,0.0125,0.009000000000000001,0.00231999
2025-11-28 03:31:38,"86,000",BTC,1000.0,1,BTC_86000,Bitcoin above ___ on November 29?,"86,000",87819,697286,27800452756084368384831675033293439211664118040338860536533383442548670477918,100756437544202618773020052264023061166384488910473506734219329202022787876824,BTC-29NOV25-85000-C,BTC-29NOV25-87000-C,91230.23,0.979,0.021,0.9663019888487678,85000.0,87000.0,86000.0,0.003250374465810775,1.1863866800209328,0.5628,0.05,0.0675,0.07,0.0455,0.048,257.50663462261457,271.7845886850378,14.277954062423277,14.07742943532747,0.1755246270958052,0.025,0.5054636365,80.02711036571145,0.0008771994805418275,104.5230522524256,980.3657766093752,875.8427243569496,764.370276925814,2.6614239556156774,108.81102347551999,7.233113263,15376.106713918642,0.16854179490634455,0.989,0.97,0.9795,0.019000000000000017,0.03,0.011,0.020499999999999997,0.019,0.00019296
2025-11-28 03:31:57,"88,000",BTC,1000.0,1,BTC_88000,Bitcoin above ___ on November 29?,"88,000",87819,697287,59651031414633192000503720202193522483397573043018378224120918555281600219683,108175793362895601194133717476844969981352440149061806395933055825109613288716,BTC-29NOV25-87000-C,BTC-29NOV25-89000-C,91231.02,0.935,0.065,0.9101475159319343,87000.0,89000.0,88000.0,0.003249784522750909,1.1861713508040816,0.4689,0.05,0.0455,0.048,0.025,0.027,255.88697827253256,280.07612110833134,24.189142835798783,14.456213684932086,0.17319230828468407,9.559736842582012,0.5263157895,65.86948809811292,0.0007220075813918656,-532.4571358196695,-57.15361999419815,475.3035158254713,383.1830190782307,2.0306620134525444,90.08983473378805,5.479062826000001,11497.210194930773,0.12602303684569977,0.95,0.93,0.94,0.019999999999999907,0.07,0.05,0.060000000000000005,0.020000000000000004,-0.0
2025-11-28 03:32:14,"90,000",BTC,1000.0,1,BTC_90000,Bitcoin above ___ on November 29?,"90,000",87819,697288,81815754801528825279532756258852044849512460594488631632224612258851904691790,49512871726267988101257105612684428423125611846164176454062321500051558184639,BTC-29NOV25-89000-C,BTC-29NOV25-91000-C,91252.21,0.71,0.29,0.724313097133934,89000.0,91000.0,90000.0,0.0032492473887110167,1.1859752968795212,0.4039,0.05,0.025,0.0275,0.0095,0.01,-63.33966665393195,-29.116524519216824,34.223142134715125,25.97466318768533,0.17173219498482145,8.076746752044976,0.6525974025000001,57.05829344652011,0.0006252812227399217,-235.01592337892276,-97.6544026701539,137.36152070876886,80.13725234183711,0.764929085709815,56.45933928122195,1.7946428570000001,3708.346236531186,0.0406384265820103,0.76,0.73,0.745,0.030000000000000027,0.27,0.25,0.26,0.020000000000000018,0.008117309999999999
2025-11-28 03:32:31,"92,000",BTC,1000.0,2,BTC_92000,Bitcoin above ___ on November 29?,"92,000",87819,697289,106710064543960969896968260349381965541083764990224560550601034035418490048761,26338925319816157118343599455740189799035270046771759934583855351491986108769,BTC-29NOV25-91000-C,BTC-29NOV25-93000-C,91252.1,0.35,0.65,0.3445243452416703,91000.0,93000.0,92000.0,0.0032487215238636005,1.1857833562102142,0.36,0.05,0.0095,0.01,0.0019,0.0022,-595.1184183299973,-517.221815655787,77.89660267421027,77.33354654611588,0.5380561280943787,0.025,1.294871795,2312.4176642538805,0.025340980254195577,60.050420817133116,101.37717690028379,41.32675608315067,20.801992422164727,0.19673335998599534,20.32803030099995,0.7575757575000001,211.14326691828404,0.00231384556539832,0.37,0.34,0.355,0.02999999999999997,0.66,0.63,0.645,0.030000000000000027,0.0
2025-11-28 03:33:13,"84,000",BTC,1000.0,1,BTC_84000,Bitcoin above ___ on November 29?,"84,000",87819,697285,28883457739607419220012667036703628259320762195632431454157669434825036546517,95077067030653610623524264749274619036242203065443894000036587061144467189212,BTC-29NOV25-83000-C,BTC-29NOV25-85000-C,91249.96,0.9875,0.0125,0.9826985313356165,83000.0,85000.0,84000.0,0.0032473827935097363,1.1852947196310537,0.6826000000000001,0.05,0.0525,0.1265,0.0675,0.07,-468.2552944606303,-451.6230120414728,16.632282419157466,16.130270937150144,0.17126918960735102,0.3307422923999708,0.5028656125,54.81367918590922,0.0006006981174118785,-9012.158804433753,-7966.3411174398825,1045.8176869938713,947.1299741555405,3.254746181740704,95.43296665659001,8.0445165815,19045.349678181978,0.2087162523488446,0.992,0.983,0.9875,0.009000000000000008,0.017,0.008,0.0125,0.009000000000000001,0.00231999
2025-11-28 03:33:30,"86,000",BTC,1000.0,1,BTC_86000,Bitcoin above ___ on November 29?,"86,000",87819,697286,27800452756084368384831675033293439211664118040338860536533383442548670477918,100756437544202618773020052264023061166384488910473506734219329202022787876824,BTC-29NOV25-85000-C,BTC-29NOV25-87000-C,91264.05,0.979,0.021,0.9672324782232617,85000.0,87000.0,86000.0,0.0032468333844204713,1.185094185313472,0.5628,0.05,0.068,0.07,0.046,0.0485,256.72360737364977,271.006507713797,14.282900340147267,14.0825578693834,0.17534247076386666,0.025,0.5054636365,80.08296086411974,0.0008774863800600537,250.8701940713488,1127.2867631884446,876.4165691170958,764.4436640929804,2.6555636201854873,109.31734140393,7.233113263,15357.868148873182,0.16827949393954336,0.989,0.97,0.9795,0.019000000000000017,0.03,0.011,0.020499999999999997,0.019,0.00019296
2025-11-28 03:33:49,"88,000",BTC,1000.0,1,BTC_88000,Bitcoin above ___ on November 29?,"88,000",87819,697287,59651031414633192000503720202193522483397573043018378224120918555281600219683,108175793362895601194133717476844969981352440149061806395933055825109613288716,BTC-29NOV25-87000-C,BTC-29NOV25-89000-C,91265.87,0.935,0.065,0.9124681669501036,87000.0,89000.0,88000.0,0.0032462331252192437,1.1848750907050238,0.46909999999999996,0.05,0.046,0.0485,0.025,0.0275,257.7028668463189,281.897335203829,24.194468357510125,14.461716316511307,0.17301519841680757,9.559736842582012,0.5263157895,65.94438380097858,0.000722552513891322,-745.7166631067184,-265.723862718997,479.99280038772145,392.42494701258,2.0026222283654502,85.565231146776,5.397541087,11338.129463392728,0.12423186743733149,0.95,0.93,0.94,0.019999999999999907,0.07,0.05,0.060000000000000005,0.020000000000000004,-0.0
2025-11-28 03:34:09,"90,000",BTC,1000.0,1,BTC_90000,Bitcoin above ___ on November 29?,"90,000",87819,697288,81815754801528825279532756258852044849512460594488631632224612258851904691790,49512871726267988101257105612684428423125611846164176454062321500051558184639,BTC-29NOV25-89000-C,BTC-29NOV25-91000-C,91277.24,0.71,0.29,0.7283414340258852,89000.0,91000.0,90000.0,0.0032456064837033346,1.184646366551717,0.40399999999999997,0.05,0.0255,0.0275,0.0095,0.01,-22.458339011441225,2.6566470076299424,25.114986019071168,24.918118962114043,0.17186705695712637,0.025,0.6533083114999999,59.07513939287492,0.0006472055837016426,-202.57312214963514,-119.99694496989503,82.5761771797401,50.82717037443454,0.7832660620895607,30.965740743216,1.851851852,3826.623720543167,0.04192308751385523,0.76,0.73,0.745,0.030000000000000027,0.27,0.24,0.255,0.030000000000000027,0.007020309999999999
2025-11-28 03:34:26,"92,000",BTC,1000.0,2,BTC_92000,Bitcoin above ___ on November 29?,"92,000",87819,697289,106710064543960969896968260349381965541083764990224560550601034035418490048761,26338925319816157118343599455740189799035270046771759934583855351491986108769,BTC-29NOV25-91000-C,BTC-29NOV25-93000-C,91279.14,0.35,0.65,0.3496263876504032,91000.0,93000.0,92000.0,0.003245048476592228,1.1844426939561632,0.35960000000000003,0.05,0.0095,0.01,0.0019,0.0022,-600.2256142499468,-522.3248006999313,77.9008135500155,77.34405054611693,0.531763003898556,0.025,1.294871795,2277.3809558431276,0.02494963203907407,61.101293211656966,102.43729337029663,41.33600015863966,20.808137876709566,0.19983198093014404,20.32803030099995,0.7575757575000001,231.61168390308083,0.0025373999350024644,0.37,0.34,0.355,0.02999999999999997,0.66,0.63,0.645,0.030000000000000027,0.0
2025-11-28 03:35:08,"84,000",BTC,1000.0,1,BTC_84000,Bitcoin above ___ on November 29?,"84,000",87819,697285,28883457739607419220012667036703628259320762195632431454157669434825036546517,95077067030653610623524264749274619036242203065443894000036587061144467189212,BTC-29NOV25-83000-C,BTC-29NOV25-85000-C,91270.9,0.9875,0.0125,0.9830003653495913,83000.0,85000.0,84000.0,0.0032437389326555243,1.1839647104192663,0.6826000000000001,0.05,0.0525,0.127,0.068,0.07,-465.2304963987776,-448.5952451174683,16.635251281309227,16.13342993892787,0.17107904998138765,0.3307422923999708,0.5028656125,54.826257804488705,0.0006006981174118883,-9738.860795941217,-8688.456511905499,1050.4042840357174,943.3670449905727,3.4742168194606,103.56302222568402,8.625293421,20421.063110133786,0.22374122650410797,0.992,0.983,0.9875,0.009000000000000008,0.017,0.008,0.0125,0.009000000000000001,0.00231999
2025-11-28 03:35:26,"86,000",BTC,1000.0,1,BTC_86000,Bitcoin above ___ on November 29?,"86,000",87819,697286,27800452756084368384831675033293439211664118040338860536533383442548670477918,100756437544202618773020052264023061166384488910473506734219329202022787876824,BTC-29NOV25-85000-C,BTC-29NOV25-87000-C,91262.67,0.979,0.021,0.9672748316375098,85000.0,87000.0,86000.0,0.0032431750166848007,1.1837588810899522,0.5628,0.05,0.0675,0.07,0.046,0.0485,242.9669371840118,257.24910180573096,14.282164621719154,14.082348607437888,0.17481601428126647,0.025,0.5054636365,78.05476659082547,0.0008552759478856521,-10.774156392242844,850.1065597877246,860.8807161799674,723.091593587771,3.0895192330764263,134.69960335912,8.5021845555,18052.436067632007,0.19780745038066502,0.989,0.97,0.9795,0.019000000000000017,0.03,0.011,0.020499999999999997,0.019,0.00019296
2025-11-28 03:35:44,"88,000",BTC,1000.0,1,BTC_88000,Bitcoin above ___ on November 29?,"88,000",87819,697287,59651031414633192000503720202193522483397573043018378224120918555281600219683,108175793362895601194133717476844969981352440149061806395933055825109613288716,BTC-29NOV25-87000-C,BTC-29NOV25-89000-C,91260.66,0.935,0.065,0.912015782234588,87000.0,89000.0,88000.0,0.003242591695498114,1.1835459688568115,0.4696,0.05,0.046,0.0485,0.0255,0.0275,257.2966577804868,281.4901238173432,24.193466036856435,14.46089368493232,0.17283550934210581,9.559736842582012,0.5263157895,66.03313381739554,0.0007235662531631431,-620.5903581797687,-173.84870059294235,446.74165758682636,351.8607697425489,2.1211556412774444,92.75973220300006,5.7577755,12083.088100314159,0.13240193639092857,0.95,0.93,0.94,0.019999999999999907,0.07,0.05,0.060000000000000005,0.020000000000000004,-0.0
2025-11-28 03:36:02,"90,000",BTC,1000.0,1,BTC_90000,Bitcoin above ___ on November 29?,"90,000",87819,697288,81815754801528825279532756258852044849512460594488631632224612258851904691790,49512871726267988101257105612684428423125611846164176454062321500051558184639,BTC-29NOV25-89000-C,BTC-29NOV25-91000-C,91255.8,0.71,0.29,0.7248018666423579,89000.0,91000.0,90000.0,0.0032420119304221516,1.1833343546040853,0.4045,0.05,0.0255,0.0275,0.009,0.01,-32.4698902687403,0.7064605266589297,33.17635079539923,24.913916883054476,0.17168949856577687,8.090744413778978,0.6533083114999999,59.154020715899605,0.0006482220386638394,-289.41020448944124,-178.68397723293708,110.72622725650416,80.1391851721941,0.7637920866820482,29.823249997628015,1.7946428570000001,3711.840073843236,0.04067511406226493,0.76,0.73,0.745,0.030000000000000027,0.27,0.24,0.255,0.030000000000000027,0.007020309999999999
2025-11-28 03:36:20,"92,000",BTC,1000.0,2,BTC_92000,Bitcoin above ___ on November 29?,"92,000",87819,697289,106710064543960969896968260349381965541083764990224560550601034035418490048761,26338925319816157118343599455740189799035270046771759934583855351491986108769,BTC-29NOV25-91000-C,BTC-29NOV25-93000-C,91261.31,0.35,0.65,0.3461373431236956,91000.0,93000.0,92000.0,0.003241447999517788,1.1831285198239927,0.3599,0.05,0.009,0.01,0.0019,0.0022,-655.7348970834457,-577.8383956657124,77.89650141773336,77.33712427688548,0.534377140847885,0.025,1.294871795,2297.15078525018,0.025171135339282114,60.47310155609204,101.8026406025171,41.32953904642506,20.804085603982696,0.19742314144241652,20.32803030099995,0.7575757575000001,218.11697409173956,0.0023900267713858102,0.37,0.34,0.355,0.02999999999999997,0.66,0.63,0.645,0.030000000000000027,0.0
2025-11-28 03:37:44,"84,000",BTC,1000.0,1,BTC_84000,Bitcoin above ___ on November 29?,"84,000",87819,697285,28883457739607419220012667036703628259320762195632431454157669434825036546517,95077067030653610623524264749274619036242203065443894000036587061144467189212,BTC-29NOV25-83000-C,BTC-29NOV25-85000-C,91222.41,0.9875,0.0125,0.9824865797512969,83000.0,85000.0,84000.0,0.003238775188080252,1.182152943649292,0.6826000000000001,0.05,0.053,0.126,0.0675,0.0695,-454.70548016302564,-438.078317652215,16.627162510810646,16.126114752862833,0.17030546554783949,0.3307422923999708,0.5028656125,51.66586538404454,0.0005663725107026282,-10605.420467110764,-9549.530634009618,1055.8898331011458,938.5048125708054,3.739943117822454,113.645077412518,9.345293421000001,22094.799117806404,0.2422080179399602,0.992,0.983,0.9875,0.009000000000000008,0.017,0.008,0.0125,0.009000000000000001,0.00231999
2025-11-28 03:38:05,"86,000",BTC,1000.0,1,BTC_86000,Bitcoin above ___ on November 29?,"86,000",87819,697286,27800452756084368384831675033293439211664118040338860536533383442548670477918,100756437544202618773020052264023061166384488910473506734219329202022787876824,BTC-29NOV25-85000-C,BTC-29NOV25-87000-C,91221.31,0.979,0.021,0.9663352692150107,85000.0,87000.0,86000.0,0.0032381251126022766,1.181915666099831,0.5628,0.05,0.0675,0.0695,0.0455,0.048,258.15301985921775,272.42897323576005,14.275953376542294,14.076076814636197,0.17487656190609632,0.025,0.5054636365,80.10997614331882,0.0008781936604869939,40.79072508891022,901.050927538427,860.2602024495168,722.9860984818063,3.0846316819204938,134.18947228579,8.5021845555,18051.961086466916,0.1978919299280718,0.989,0.97,0.9795,0.019000000000000017,0.03,0.011,0.020499999999999997,0.019,0.00019296
2025-11-28 03:38:22,"88,000",BTC,1000.0,1,BTC_88000,Bitcoin above ___ on November 29?,"88,000",87819,697287,59651031414633192000503720202193522483397573043018378224120918555281600219683,108175793362895601194133717476844969981352440149061806395933055825109613288716,BTC-29NOV25-87000-C,BTC-29NOV25-89000-C,91196.31,0.935,0.065,0.9080900114835662,87000.0,89000.0,88000.0,0.003237593350685774,1.1817215730003074,0.4692,0.05,0.045,0.0475,0.025,0.027,233.44381925603992,257.6265580637321,24.182738807692168,14.450733158616023,0.17226880649413456,9.559736842582012,0.5263157895,64.17815849322324,0.0007037363517583468,-348.09640267357383,93.53094512674079,441.6273478003146,351.7496158865214,2.1157488447932633,87.76198306900001,5.7577755,12069.886274291452,0.13235059921055414,0.95,0.93,0.94,0.019999999999999907,0.07,0.05,0.060000000000000005,0.020000000000000004,-0.0
2025-11-28 03:38:39,"90,000",BTC,1000.0,2,BTC_90000,Bitcoin above ___ on November 29?,"90,000",87819,697288,81815754801528825279532756258852044849512460594488631632224612258851904691790,49512871726267988101257105612684428423125611846164176454062321500051558184639,BTC-29NOV25-89000-C,BTC-29NOV25-91000-C,91189.9,0.745,0.255,0.7158794947876883,89000.0,91000.0,90000.0,0.003237042192247179,1.1815204001702204,0.40149999999999997,0.05,0.025,0.027,0.0085,0.0095,-31.543479675442796,-5.133264104893925,26.41021557054887,18.055901320116888,0.17141951163200306,8.182894738799979,0.657894737,59.112000718176205,0.0006482296912067697,-3.789484502632419,74.14635936902403,77.93584387165645,77.16909456052183,0.7417493111346051,0.025,1.7327586205,3582.8831821291587,0.039290351038099164,0.76,0.72,0.74,0.040000000000000036,0.28,0.24,0.26,0.040000000000000036,0.03056148
2025-11-28 03:38:57,"92,000",BTC,1000.0,2,BTC_92000,Bitcoin above ___ on November 29?,"92,000",87819,697289,106710064543960969896968260349381965541083764990224560550601034035418490048761,26338925319816157118343599455740189799035270046771759934583855351491986108769,BTC-29NOV25-91000-C,BTC-29NOV25-93000-C,91209.96,0.35,0.65,0.3361067664310995,91000.0,93000.0,92000.0,0.0032364722564016003,1.181312373586584,0.3603,0.05,0.009,0.0095,0.0017,0.0021,-628.997237733045,-552.2449676682044,76.75227006484069,54.63848125393407,0.5538371254145869,21.55995168549203,1.3266973685,2422.4741109343436,0.026559315571833858,84.68748360475426,122.19764161251004,37.51015800775578,30.585240999999964,0.19041700775589077,6.734499999999924,0.75,176.6948249239848,0.0019372316896530248,0.37,0.34,0.355,0.02999999999999997,0.66,0.63,0.645,0.030000000000000027,0.010101009999999999
