timestamp,market_title,asset,investment,spot,poly_yes_price,poly_no_price,deribit_prob,K_poly,IM_usd,IM_btc,contracts,ev_yes,ev_no,pm_direction,pm_entry_price,pm_tokens,pm_entry_cost,event_date,pm_exit_price,pm_exit_tokens_executed,pm_exit_pnl,hold_theoretical_pnl,opportunity_cost,opportunity_cost_pct,should_exit,decision_reason
2025-11-20 12:25:35,"88,000",BTC,1000.0,91656.34,0.91,0.09,0.8629316107706185,88000.0,1468.5893714252,0.01602278,0.43641280024927903,-427.9835832725707,-2158.305972186812,buy_yes,0.91,1098.901098901099,1000.0,2025-11-21,0.80024,1098.901099,-120.61538461538464,-51.723504647671916,68.89187996771273,1.3319259867827529,False,"hold: exit_pnl=-120.6154, hold_ev=-51.7235, opp_cost_pct=133.19%"
2025-11-20 12:25:55,"90,000",BTC,1000.0,91656.64,0.74,0.26,0.7128167929810114,90000.0,1523.809971328,0.0166252,0.5195373474201935,-356.0281350564146,-713.5140008528291,buy_yes,0.74,1351.3513513513515,1000.0,2025-11-21,0.575381,1351.351351,-222.45810810810804,-36.73406353917369,185.72404456893435,5.055907968659001,False,"hold: exit_pnl=-222.4581, hold_ev=-36.7341, opp_cost_pct=505.59%"
2025-11-20 12:26:19,"92,000",BTC,1000.0,91642.48,0.465,0.535,0.4405138353000024,92000.0,1394.230362224,0.0152138,1.049227892499703,-222.32290198426853,-104.09661654999655,buy_no,0.535,1869.1588785046729,1000.0,2025-11-21,0.69,1869.158879,289.7196261682243,45.768532149528255,-243.95109401869604,-5.330105261442397,True,exit_pnl=289.7196 >= 0 且 opp_cost_pct=-533.01% <= 5.00%
2025-11-20 12:26:44,"94,000",BTC,1000.0,91615.47,0.21,0.79,0.1665623039619596,94000.0,1594.5947399909999,0.0174053,2.950050578469665,-524.6174850762,-71.27534654342844,buy_no,0.79,1265.8227848101264,1000.0,2025-11-21,0.89079,1265.822785,127.58227848101251,54.984425364608114,-72.5978531164044,-1.3203348518239408,True,exit_pnl=127.5823 >= 0 且 opp_cost_pct=-132.03% <= 5.00%
2025-11-20 12:27:27,"98,000",BTC,1000.0,91610.25,0.0165,0.9835,0.012868653797571905,98000.0,2555.5696111274997,0.02789611,27.289522733536913,-4581.785335667594,-2261.7755993322576,buy_no,0.9835,1016.7768174885612,1000.0,2025-11-21,0.974868,1016.776817,-8.776817488561392,3.692268634903826,12.469086123465217,3.3770798813478007,False,"hold: exit_pnl=-8.7768, hold_ev=3.6923, opp_cost_pct=337.71%"
2025-11-20 12:32:40,"88,000",BTC,1000.0,91665.82,0.905,0.095,0.8641036743631243,88000.0,1638.2148687120002,0.0178716,0.48485296312676246,-327.413450287062,-1322.8031433528824,buy_yes,0.905,1104.9723756906078,1000.0,2025-11-21,0.800422,1104.972376,-115.55580110497237,-45.18931009599521,70.36649100897716,1.5571490438667532,False,"hold: exit_pnl=-115.5558, hold_ev=-45.1893, opp_cost_pct=155.71%"
2025-11-20 12:33:09,"90,000",BTC,1000.0,91716.86,0.74,0.26,0.7206942158164917,90000.0,1783.7837839366,0.01944881,0.5893578787373887,-107.7297929654491,-394.5221327983794,buy_yes,0.74,1351.3513513513515,1000.0,2025-11-21,0.553774,1351.351351,-251.65675675675675,-26.088897545281384,225.56785921147537,8.646124613735283,False,"hold: exit_pnl=-251.6568, hold_ev=-26.0889, opp_cost_pct=864.61%"
2025-11-20 12:33:36,"92,000",BTC,1000.0,91766.96,0.465,0.535,0.4597043896010106,92000.0,1383.928347064,0.0150809,0.9729614480605467,-134.84374249805714,-134.79381115795604,buy_no,0.535,1869.1588785046729,1000.0,2025-11-21,0.711873,1869.158879,330.603738317757,9.898337194372516,-320.7054011233845,-32.399926858999564,True,exit_pnl=330.6037 >= 0 且 opp_cost_pct=-3239.99% <= 5.00%
2025-11-20 12:33:56,"94,000",BTC,1000.0,91765.97,0.215,0.785,0.18026508046564993,94000.0,1488.3724559434,0.01621922,2.5342525070555424,-480.8117234509402,-85.46282579553579,buy_no,0.785,1273.8853503184712,1000.0,2025-11-21,0.900185,1273.88535,146.7324840764329,44.24830513929942,-102.48417893713349,-2.316115354350861,True,exit_pnl=146.7325 >= 0 且 opp_cost_pct=-231.61% <= 5.00%
2025-11-20 12:35:24,"2,800",ETH,1000.0,3026.26,0.94,0.06,0.943755241572404,2800.0,748.2004173600001,0.247236,4.754544952724846,945.1352893784729,-12489.807384032047,buy_yes,0.94,1063.8297872340427,1000.0,2025-11-21,0.9047,1063.829787,-37.553191489361666,3.994937842983063,41.54812933234473,10.400194187081592,False,"hold: exit_pnl=-37.5532, hold_ev=3.9949, opp_cost_pct=1040.02%"
